File,ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
wals-chapter-144,144X-kls,kls,Kalispel,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Vogt-1940[ passim],
wals-chapter-144,144X-mwb,mwb,Manobo (Western Bukidnon),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Elkins-1970[ 16-17, 23-24]",
wals-chapter-144,144X-nhh,nhh,Nahuatl (Huasteca),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Beller-and-Beller-1979[ passim],
wals-chapter-144,144X-pnn,pnn,Pangasinan,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Benton-1971a[ 184],
wals-chapter-144,144X-btk,btk,Bontok,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Waterman-1932[ 85];Seidenadel-1909[ 139],
wals-chapter-144,144X-ckl,ckl,Chinook (Lower),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Boas-1911b[ passim],
wals-chapter-144,144X-gjj,gjj,Guajajara,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Bendor-Samuel-1972[ 85],
wals-chapter-144,144X-ifu,ifu,Ifugao (Batad),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Newell-1993[ 21],
wals-chapter-144,144X-lgu,lgu,Longgu,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Hill-2002[ 549],
wals-chapter-144,144X-tim,tim,Timugon,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Prentice-1971[ 159],
wals-chapter-144,144X-zap,zap,Zapotec (Mitla),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Briggs-1961[ 32-33, 58]",
wals-chapter-144,144X-agc,agc,Agta (Central),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Healey-1960[ 90],
wals-chapter-144,144X-lmg,lmg,Lamang,144X,Verb-Initial with Clause-Final Negative,OptDoubleNeg,Wolff-1983[  252- 253],
wals-chapter-144,144X-mxo,mxo,Mixtec (Ocotepec),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Alexander-1988[ 195, passim]",
wals-chapter-144,144X-tzo,tzo,Tzotzil,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Cowan-1969[ 28],
wals-chapter-144,144X-cem,cem,Cèmuhî,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Lynch-2002c[ 762],
wals-chapter-144,144X-ign,ign,Ignaciano,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Ott-and-Ott-1967b[ 88-89, passim]",
wals-chapter-144,144X-kri,kri,Kipea,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Adam-1897[ 58],
wals-chapter-144,144X-tbo,tbo,Tboli,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Porter-1977[ 72],
wals-chapter-144,144X-cpl,cpl,Chinantec (Palantla),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Merrifield-1968[ 26],
wals-chapter-144,144X-mzc,mzc,Mazatec (Chiquihuitlán),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Jamieson-1988[ 16],
wals-chapter-144,144X-did,did,Didinga,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Tucker-and-Bryan-1966[ 387],
wals-chapter-144,144X-cba,cba,Chumash (Barbareño),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Beeler-1976[ 262],
wals-chapter-144,144X-meh,meh,Mehri,144X,Verb-Initial with Clause-Final Negative,NoDoubleNeg,Simeone-Senelle-1997[ 414],
wals-chapter-144,144X-bfg,bfg,Berber (Figuig),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Kossmann-1997[ 270, 275, 358]",
wals-chapter-144,144X-kmj,kmj,Karimojong,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Novelli-1985[ 21, 442]",
wals-chapter-144,144X-wem,wem,Wembawemba,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Hercus-1969b[ 74];Hercus-1986b[ 52],
wals-chapter-144,144X-crn,crn,Cornish,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Jenner-1904[ 160],
wals-chapter-144,144X-grf,grf,Garífuna,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Taylor-1958[ passim],
wals-chapter-144,144X-nsg,nsg,Nisgha,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Tarpent-1987[ 355ff, 373]",
wals-chapter-144,144X-zai,zai,Zapotec (Isthmus),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Pickett-et-al-1998[ 77-78],
wals-chapter-144,144X-kuo,kuo,Kuot,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Chung-and-Chung-1996[ 14, 53]",
wals-chapter-144,144X-tri,tri,Trique (Copala),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Hollenbach-1992[ 248],
wals-chapter-144,144X-anj,anj,Anejom,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Lynch-2000[ 96],
wals-chapter-144,144X-asy,asy,Arabic (Syrian),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Cowell-1964[ 383],
wals-chapter-144,144X-ccm,ccm,Chinantec (Comaltepec),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Anderson-1989[ 29, 7-8, passim]",
wals-chapter-144,144X-mxp,mxp,Mixtec (Peñoles),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Daly-1973[ 7, passim]",
wals-chapter-144,144X-chq,chq,Chinantec (Quiotepec),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Robbins-1968[ 137, passim]",
wals-chapter-144,144X-nia,nia,Nias,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Brown-2001,
wals-chapter-144,144X-tng,tng,Tongan,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Churchward-1953[ 56],
wals-chapter-144,144X-niu,niu,Niuean,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Seiter-1980[ 13-15],
wals-chapter-144,144X-bco,bco,Bella Coola,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Nater-1984[ 122];Davis-and-Saunders-1980[ passim],
wals-chapter-144,144X-cso,cso,Chatino (Sierra Occidental),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Pride-1965[ 39, 77]",
wals-chapter-144,144X-ruk,ruk,Rukai (Tanan),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Li-1973[ 227-228],
wals-chapter-144,144X-ata,ata,Atayal,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Rau-1992[ 147, 161, 169, 173]",
wals-chapter-144,144X-tpn,tpn,Tepehuan (Northern),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Bascom-1982[ passim],
wals-chapter-144,144X-tlp,tlp,Tlapanec,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Suarez-1983a[ 192-193, 266]",
wals-chapter-144,144X-amr,amr,Arabic (Moroccan),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Harrell-1962[ 152],
wals-chapter-144,144X-bto,bto,Batak (Toba),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Nababan-1981[ 116];Percival-1981[ 82, passim]",
wals-chapter-144,144X-goa,goa,Goajiro,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Holmer-1949b[ 151],
wals-chapter-144,144X-oji,oji,Ojibwa (Eastern),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Nichols-1988[ passim],
wals-chapter-144,144X-tah,tah,Tahitian,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Tryon-1970a[ 46-47],
wals-chapter-144,144X-shu,shu,Shuswap,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Kuipers-1974[ 81],
wals-chapter-144,144X-so,so,So,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Tucker-and-Bryan-1966[ 399],
wals-chapter-144,144X-gae,gae,Gaelic (Scots),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Calder-1923[ 302],
wals-chapter-144,144X-mam,mam,Mam,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,England-1983[ 244],
wals-chapter-144,144X-nca,nca,Nicobarese (Car),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Braine-1970[ 229, passim]",
wals-chapter-144,144X-ik,ik,Ik,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Tucker-1973[ 37],
wals-chapter-144,144X-tin,tin,Tinrin,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Osumi-1995[ 190],
wals-chapter-144,144X-miy,miy,Miya,144X,Verb-Initial with Clause-Final Negative,OnlyWithAnotherNeg,Schuh-1998[ 280],
wals-chapter-144,144X-tna,tna,Turkana,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Dimmendaal-1983a[ 96, 441]",
wals-chapter-144,144X-qui,qui,Quileute,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Andrade-1933[ 268-269],
wals-chapter-144,144X-sam,sam,Samoan,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Marsack-1962[ 56],
wals-chapter-144,144X-maa,maa,Maasai,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Tucker-and-Mpaayei-1955[ 67],
wals-chapter-144,144X-wel,wel,Welsh,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Williams-1980b[ 72, 147];Thomas-1992a[ 274];Jones-and-Thomas-1977[ 7, 356]",
wals-chapter-144,144X-yap,yap,Yapese,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Jensen-1977a[ 203, passim]",
wals-chapter-144,144X-pip,pip,Pipil,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Campbell-1985[ passim],
wals-chapter-144,144X-tzu,tzu,Tzutujil,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Dayley-1985[ 8, 244, 321]",
wals-chapter-144,144X-nan,nan,Nandi,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Creider-and-Creider-1989[ 106],
wals-chapter-144,144X-haw,haw,Hawaiian,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Elbert-and-Pukui-1979[ 49],
wals-chapter-144,144X-ood,ood,O'odham,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Zepeda-1983[ 9],
wals-chapter-144,144X-krb,krb,Kiribati,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Cowell-1951[ 8];Groves-et-al-1985[ 80-81],
wals-chapter-144,144X-mak,mak,Makah,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,,
wals-chapter-144,144X-tsi,tsi,Tsimshian (Coast),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Dunn-1979[ 73],
wals-chapter-144,144X-mrl,mrl,Murle,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Lyth-1971[ 49],
wals-chapter-144,144X-cyv,cyv,Cayuvava,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Key-1967[ 30, passim]",
wals-chapter-144,144X-pai,pai,Paiwan,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Egli-1990[ 275],
wals-chapter-144,144X-dre,dre,Drehu,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Moyse-Faurie-1983[ 103],
wals-chapter-144,144X-sml,sml,Semelai,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Kruspe-1999[ passim],
wals-chapter-144,144X-otm,otm,Otomí (Mezquital),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Hess-1968[ 27, 37]",
wals-chapter-144,144X-cle,cle,Chinantec (Lealao),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Rupp-1989[ 11, 32]",
wals-chapter-144,144X-zqc,zqc,Zoque (Copainalá),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Harrison-et-al-1981[ 430, 436, 436-439]",
wals-chapter-144,144X-bkr,bkr,Batak (Karo),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Woollams-1996[ 251],
wals-chapter-144,144X-iri,iri,Irish,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"O-Dochartaigh-1992[ 57];Stenson-1981[ 32, 41, passim]",
wals-chapter-144,144X-squ,squ,Squamish,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Kuipers-1967[ 174],
wals-chapter-144,144X-ond,ond,Oneida,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,,
wals-chapter-144,144X-klv,klv,Kilivila,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Senft-1986[ passim],
wals-chapter-144,144X-yag,yag,Yagua,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Payne-1990a[ 64],
wals-chapter-144,144X-kut,kut,Kutenai,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,,
wals-chapter-144,144X-mxc,mxc,Mixtec (Chalcatongo),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Macaulay-1996[ 119, 146]",
wals-chapter-144,144X-rap,rap,Rapanui,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Du-Feu-1996[ 89-91],
wals-chapter-144,144X-jak,jak,Jakaltek,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Day-1973[ 80];Craig-1977[ 26],
wals-chapter-144,144X-war,war,Wari',144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Everett-and-Kern-1997[ 40, 44, 52, 142, 172ff]",
wals-chapter-144,144X-kro,kro,Krongo,144X,Verb-Initial with Clause-Final Negative,OnlyWithAnotherNeg,Reh-1985[ 370-374],
wals-chapter-144,144X-tuk,tuk,Tukang Besi,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Donohue-1999a[ 176, 448]",
wals-chapter-144,144X-cha,cha,Chamorro,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Topping-1973[ passim],
wals-chapter-144,144X-fij,fij,Fijian,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Dixon-1988[ 40],
wals-chapter-144,144X-tag,tag,Tagalog,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Schachter-and-Otanes-1972[ 517],
wals-chapter-144,144X-mal,mal,Malagasy,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Dez-1990[ 165];Domenichini-Ramiaramanana-1977[ 92],
wals-chapter-144,144X-grk,grk,Greek (Modern),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Mackridge-1985[ 243-244],
wals-chapter-144,144X-hlu,hlu,Halkomelem (Upriver),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Galloway-1993[ 185],
wals-chapter-144,144X-wec,wec,Welsh (Colloquial),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Watkins-1993[ 336],
wals-chapter-144,144X-tsk,tsk,Tamashek,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,"Heath-2005[ 309, 335, 587]",
wals-chapter-144,144X-agd,agd,Agta (Dupaningan),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Robinson-2008[ 221],
wals-chapter-144,144X-bwc,bwc,Bajau (West Coast),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Miller-2007[ 340],
wals-chapter-144,144X-ndr,ndr,Nadroga,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Geraghty-2002[ 845],
wals-chapter-144,144X-msq,msq,Musqueam,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Suttles-2004[ 118ff],
wals-chapter-144,144X-tee,tee,Tepehua (Huehuetla),144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Kung-2007[ 578ff],
wals-chapter-144,144X-qum,qum,Sipakapense,144X,Verb-Initial with Clause-Final Negative,No clause-final neg,Barrett-1999[ 252-255],
wals-chapter-144,144A-brl,brl,Baragaunle,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Kretschmar-1995[ 140],
wals-chapter-144,144A-buy,buy,Buli (in Ghana),144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,,
wals-chapter-144,144A-dhm,dhm,Dhimal,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Cooper-1999[ 31],
wals-chapter-144,144A-rag,rag,Raga,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,Crowley-2002c[ 635],
wals-chapter-144,144A-tod,tod,Tod,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Sharma-1989b[ 334-335],
wals-chapter-144,144A-ina,ina,Inanwatan,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,de-Vries-1996[ 40],
wals-chapter-144,144A-klg,klg,Kulung,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,"Tolsma-1999[ 58, 70]",
wals-chapter-144,144A-lgt,lgt,Logoti,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",More than one position,Tucker-1967[ 253],
wals-chapter-144,144A-nif,nif,Niuafo'ou,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",NegVSO,Early-2002[ 861],
wals-chapter-144,144A-tpt,tpt,Tapieté,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Gonzalez-2005[ passim],
wals-chapter-144,144A-xar,xar,Xârâcùù,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SNegVO,,
wals-chapter-144,144A-zzo,zzo,Zapotec (Zoogocho),144A,"Position of Negative Word With Respect to Subject, Object, and Verb",NegVSO,Sonnenschein-2005[ 114],
wals-chapter-144,144A-anu,anu,Anufo,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SVNegO,Smye-2004[ 85],
wals-chapter-144,144A-eip,eip,Eipo,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",More than one position,Heeschen-1998[ 222-223],
wals-chapter-144,144A-har,har,Haruai,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,,
wals-chapter-144,144A-mrq,mrq,Marquesan,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",NegSVO,Lynch-2002a[ 875],
wals-chapter-144,144A-otr,otr,Otoro,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,Stevenson-1957[ 31],
wals-chapter-144,144A-tmm,tmm,Tamabo,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SNegVO,Jauncey-2002[ 618],
wals-chapter-144,144A-cup,cup,Cupeño,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",More than one position,Hill-2005[ 389],
wals-chapter-144,144A-hoa,hoa,Hoava,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",NegVSO,Davis-2003[ 242],
wals-chapter-144,144A-ssa,ssa,Sisaala,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SNegVO,Blass-1975[ passim],
wals-chapter-144,144A-wlw,wlw,Warluwara,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",NegSOV,Breen-1970[ 216],
wals-chapter-144,144A-dun,dun,Duna,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,,
wals-chapter-144,144A-eko,eko,Ekoti,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Schadeberg-and-Mucanheia-2000[ 116-121],
wals-chapter-144,144A-ifm,ifm,Ifumu,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,"Calloch-1911[ 58, 274]",
wals-chapter-144,144A-rim,rim,Rimi,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,"Olson-1964[ 183, 184, 188]",
wals-chapter-144,144A-skm,skm,Sukuma,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Batibo-1985[ 283-286],
wals-chapter-144,144A-tet,tet,Tetela,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Wetshemongo-1996[ 401],
wals-chapter-144,144A-tpr,tpr,Tupuri,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SVONeg,"Ruelland-1998[ 88, passim]",
wals-chapter-144,144A-tye,tye,Tyeraity,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,Tryon-1974[ 37],
wals-chapter-144,144A-asu,asu,Asuriní,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,Harrison-1970[ 172],
wals-chapter-144,144A-bik,bik,Biak,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SVONeg,van-den-Heuvel-2006[ 129],
wals-chapter-144,144A-hdi,hdi,Hdi,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,Frajzyngier-and-Shay-2002[ 380],
wals-chapter-144,144A-pog,pog,Pogoro,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,"Hendle-1907[ 35, passim]",
wals-chapter-144,144A-bok,bok,Boko,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",OptDoubleNeg,,
wals-chapter-144,144A-kus,kus,Kusunda,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Reinhard-and-Toba-1970[ passim],
wals-chapter-144,144A-mkz,mkz,Makaa,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Heath-2003[ 345-346],
wals-chapter-144,144A-mii,mii,Miisiirii,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Edgar-1989[ 102],
wals-chapter-144,144A-nke,nke,Nkem,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",OptDoubleNeg,Sibomana-1986[ 272-274],
wals-chapter-144,144A-tba,tba,Tabare,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,McVinney-and-Luzbetak-1954[ 85],
wals-chapter-144,144A-tan,tan,Tangale,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Jungraithmayr-1991[ 61],
wals-chapter-144,144A-tki,tki,Tuki,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Biloa-1997[ passim],
wals-chapter-144,144A-uli,uli,Ulithian,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SNegVO,Lynch-2002b[ 800],
wals-chapter-144,144A-aba,aba,Abau,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SOVNeg,Bailey-1975[ passim],
wals-chapter-144,144A-cga,cga,Chaga,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Raum-1909[ 117-118],
wals-chapter-144,144A-chb,chb,Chambri,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,Laycock-and-Zgraggen-1975[ 756],
wals-chapter-144,144A-chd,chd,Chaudangsi,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Sharma-1989a[ 186-187],
wals-chapter-144,144A-cos,cos,Rumsien,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Kroeber-1904[ 72],
wals-chapter-144,144A-dma,dma,Duma,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",OptDoubleNeg,Adam-1954[ 77],
wals-chapter-144,144A-ghr,ghr,Bunan,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Sharma-1989b[ 258],
wals-chapter-144,144A-mhu,mhu,Mbalanhu,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SNegVO,Fourie-1993[ 23-27],
wals-chapter-144,144A-nto,nto,Ntomba,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,"Gilliard-1928[ 23, 27]",
wals-chapter-144,144A-oir,oir,Oirat,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Birtalan-2003[ 226],
wals-chapter-144,144A-png,png,Pangwa,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Stirnimann-1983[ 122ff],
wals-chapter-144,144A-rik,rik,Rikbaktsa,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Boswood-1978a[ passim],
wals-chapter-144,144A-uru,uru,Uru,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Vellard-1967[ passim],
wals-chapter-144,144A-wtm,wtm,Watam,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,,
wals-chapter-144,144A-wya,wya,Wyandot,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",OptSingleNeg,Kopris-2001[ 210-215],
wals-chapter-144,144A-bch,bch,Berber (Chaouia),144A,"Position of Negative Word With Respect to Subject, Object, and Verb",More than one position,Penchoen-1973a[ 50],
wals-chapter-144,144A-bti,bti,Betoi,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,,
wals-chapter-144,144A-bol,bol,Bolia,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",OptDoubleNeg,Mamet-1960[ 58-59],
wals-chapter-144,144A-des,des,Desano,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Miller-1999[ 7],
wals-chapter-144,144A-ebi,ebi,Ebira,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SNegVO,Adive-1989[ 71],
wals-chapter-144,144A-joh,joh,Johari,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Sharma-1989a[ 248],
wals-chapter-144,144A-kbo,kbo,Kambot,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Laycock-and-Zgraggen-1975[ 759],
wals-chapter-144,144A-knb,knb,Kanum (Bädi),144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,"Boelaars-1950[ 147, 42]",
wals-chapter-144,144A-kti,kti,"Kati (in West Papua, Indonesia)",144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SOVNeg,Boelaars-1950[ 148],
wals-chapter-144,144A-mkd,mkd,Makonde,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Harries-1940[ 122-125],
wals-chapter-144,144A-mrr,mrr,Maringarr,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Tryon-1974[ 136],
wals-chapter-144,144A-mom,mom,Mombum,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,Boelaars-1950[ 146-147],
wals-chapter-144,144A-mni,mni,Moni,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,"Boelaars-1950[ 108, 149]",
wals-chapter-144,144A-sgl,sgl,Sengele,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",ObligDoubleNeg,"Mangulu-2001[309-312, 320, passim]",
wals-chapter-144,144A-sil,sil,Sila,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",SONegV,Jungraithmayr-1981[ 279],
wals-chapter-144,144A-tal,tal,Talinga,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Paluku-1998[ passim],
wals-chapter-144,144A-wrb,wrb,Warrnambool,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Blake-2003[ 54],
wals-chapter-144,144A-yao,yao,Yao (in Malawi),144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,"Whiteley-1966[ 55, 58, 59]",
wals-chapter-144,144A-yei,yei,Yei,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,"Boelaars-1950[ 147, 53]",
wals-chapter-144,144A-ylm,ylm,Yelmek,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Boelaars-1950[ 146],
wals-chapter-144,144A-zqo,zqo,Zoque (Ostuacan),144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Engel-and-Longacre-1963[ passim],
wals-chapter-144,144A-als,als,Alsea,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",Other,Frachtenberg-1920[ passim],
wals-chapter-144,144A-cln,cln,Cholón,144A,"Position of Negative Word With Respect to Subject, Object, and Verb",MorphNeg,Alexander-Bakkerus-2005[ 323-324],
