File,ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
wals-chapter-97,97A-mxo,mxo,Mixtec (Ocotepec),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-nab,nab,Nabak,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-pba,pba,Pima Bajo,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-tma,tma,Tama,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-tce,tce,Tarahumara (Central),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-tmn,tmn,Temein,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-tep,tep,Tepehua (Tlachichilco),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-tsf,tsf,Tsafiki,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-tnn,tnn,Tunen,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-wly,wly,Wolaytta,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-aln,aln,Alune,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ane,ane,Anêm,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-abn,abn,Arabana,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-bnj,bnj,Bandjalang,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-cem,cem,Cèmuhî,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-chh,chh,Chaha,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-dga,dga,Dagaare,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ga,ga,Gã,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-gmz,gmz,Gumuz,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-kpm,kpm,Kapampangan,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-kkp,kkp,Karakalpak,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-kri,kri,Kipea,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-lal,lal,Lalo,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-lmn,lmn,Lamani,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-lbu,lbu,Lunda,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-mor,mor,Mor,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ngt,ngt,Naga (Tangkhul),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-ndj,ndj,Ndjébbana,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-obg,obg,Ogbronuagum,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-tbo,tbo,Tboli,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ten,ten,Tennet,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-tes,tes,Teso,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-woi,woi,Woisika,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-wlo,wlo,Wolio,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-acl,acl,Acholi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ath,ath,Athpare,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-chi,chi,Chimariko,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-cpl,cpl,Chinantec (Palantla),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-dmi,dmi,Dumi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-fua,fua,Fula (Cameroonian),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ful,ful,Fulniô,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-iqu,iqu,Iquito,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ito,ito,Itonama,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-khl,khl,Khalaj,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-kik,kik,Kikuyu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-msn,msn,Maisin,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-mdn,mdn,Mandan,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-maw,maw,Maninka (Western),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-mzc,mzc,Mazatec (Chiquihuitlán),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-mba,mba,Mba,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-mon,mon,Mon,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-mou,mou,Moru,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-mgu,mgu,Musgu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-nnc,nnc,Nancowry,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-nue,nue,Nuer,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-pkn,pkn,Paakantyi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-pny,pny,Panyjima,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-pul,pul,Puluwat,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-shl,shl,Shilluk,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-sng,sng,Sinaugoro,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-tps,tps,Tepehuan (Southeastern),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-tus,tus,Tuscarora,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-url,url,Urak Lawoi',97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-amb,amb,Ambulas,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-amo,amo,Amo,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-bln,bln,Bilin,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-bua,bua,Burarra,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-chw,chw,Cham (Western),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-cmy,cmy,Chontal Maya,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-coc,coc,Cocama,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-did,did,Didinga,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-dig,dig,Digaro,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-fas,fas,Fasu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-gim,gim,Gimira,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-guj,guj,Gujarati,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-jmo,jmo,Jur Mödö,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-krr,krr,Kairiru,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-knc,knc,Kugu Nganhcara,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-mng,mng,Manggarai,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-mra,mra,Mara,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-mka,mka,Mauka,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-mtu,mtu,Motu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-ngk,ngk,Ngankikurungkurr,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-nyi,nyi,Nyimang,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-plh,plh,Paulohi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-src,src,Sarcee,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-sin,sin,Siona,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-tul,tul,Tulu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-any,any,Anywa,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-aro,aro,Arosi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-baj,baj,Bajau (Sama),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-blx,blx,Biloxi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-cic,cic,Chichewa,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-don,don,Dong,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-emb,emb,Emberá (Northern),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-gds,gds,Gadsup,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-god,god,Godoberi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-igs,igs,Ingessana,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-krn,krn,Korana,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-mbm,mbm,Mbum,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-meh,meh,Mehri,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ngm,ngm,Ngambay,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-sem,sem,Sema,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-ses,ses,Sesotho,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-sio,sio,Sio,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-twe,twe,Tarahumara (Western),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-tic,tic,Ticuna,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-tvl,tvl,Tuvaluan,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-uby,uby,Ubykh,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-urd,urd,Urdu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-wrg,wrg,Warrgamay,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-wmu,wmu,Wik Munkan,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-yin,yin,Yindjibarndi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-au,au,Au,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-bfg,bfg,Berber (Figuig),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-kmj,kmj,Karimojong,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-moo,moo,Mooré,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-moe,moe,Mordvin (Erzya),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-nup,nup,Nupe,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-paw,paw,Pawaian,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-slb,slb,Saliba (in Papua New Guinea),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-slo,slo,Slovene,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-taj,taj,Tajik,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-tmr,tmr,Temiar,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-twn,twn,Tiwa (Northern),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-tno,tno,Tondano,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-tot,tot,Totonac (Misantla),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-wem,wem,Wembawemba,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-wik,wik,Wikchamni,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-bud,bud,Buduma,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-crn,crn,Cornish,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-egn,egn,Engenni,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ese,ese,Ese Ejja,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-grf,grf,Garífuna,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-hmi,hmi,Huitoto (Minica),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-kom,kom,Komo,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-kku,kku,Korku,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-kmp,kmp,Kunimaipa,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-lmp,lmp,Lampung,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-llm,llm,Lelemi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-lin,lin,Lingala,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ndo,ndo,Ndonga,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-naj,naj,Neo-Aramaic (Arbel Jewish),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-nsg,nsg,Nisgha,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-nis,nis,Nyishi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-par,par,Päri,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-raw,raw,Rawang,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-rut,rut,Rutul,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-tar,tar,Tariana,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-yar,yar,Yareba,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-yuw,yuw,Yuwaalaraay,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-zai,zai,Zapotec (Isthmus),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-arw,arw,Armenian (Western),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-baa,baa,Barai,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-cti,cti,Chin (Tiddim),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-cor,cor,Cora,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-djr,djr,Djaru,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-hay,hay,Hayu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-jab,jab,Jabêm,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-kma,kma,Kamaiurá,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-kuo,kuo,Kuot,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-nak,nak,Nakanai,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-plk,plk,Palikur,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-sro,sro,Siroi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-sul,sul,Sulka,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-txj,txj,Totonac (Xicotepec de Juárez),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-tri,tri,Trique (Copala),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-xoo,xoo,!Xóõ,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-yul,yul,Yulu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-anj,anj,Anejom,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-asy,asy,Arabic (Syrian),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-bel,bel,Belhare,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-brn,brn,Burunge,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ccm,ccm,Chinantec (Comaltepec),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ctm,ctm,Chitimacha,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-gmw,gmw,Gumawana,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-kng,kng,Kaingang,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-kmk,kmk,Kalmyk,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-krc,krc,Karachay-Balkar,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-mad,mad,Ma'di,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-mnm,mnm,Manam,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-ndt,ndt,Ndut,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-nga,nga,Nganasan,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-obo,obo,Obolo,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-udm,udm,Udmurt,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-wbn,wbn,Wambon,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-wol,wol,Woleaian,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ytu,ytu,Yukaghir (Tundra),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-amc,amc,Amahuaca,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-bai,bai,Bai,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-bya,bya,Byansi,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-cay,cay,Cayapa,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-dji,dji,Djingili,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-kmh,kmh,Kham,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-kol,kol,Kolami,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-kry,kry,Koryak,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-min,min,Minangkabau,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-mxp,mxp,Mixtec (Peñoles),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-moh,moh,Mohawk,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-mos,mos,Mosetén,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,,
wals-chapter-97,97A-nua,nua,Nuaulu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-ute,ute,Ute,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-anc,anc,Angas,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-api,api,Apinayé,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-bod,bod,Bodo,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
wals-chapter-97,97A-chq,chq,Chinantec (Quiotepec),97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-dan,dan,Dan,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and NAdj,,
wals-chapter-97,97A-gud,gud,Gude,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and AdjN,,
wals-chapter-97,97A-irr,irr,Irarutu,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,,
wals-chapter-97,97A-koy,koy,Koya,97A,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,OV and AdjN,,
